Symbol,Date,High,Low,Open,Close,Volume,Adj Close,Return,EqW VaR,ExpW_mc VaR
Gold,2022-06-24,1833.699951171875,1817.699951171875,1824.199951171875,1828.199951171875,102612.0,1828.199951171875,0.0013693378248684773,-0.019030169765727356,-0.019585268343793268
Gold,2022-06-23,1841.199951171875,1825.699951171875,1835.5,1825.699951171875,115.0,1825.699951171875,-0.004688490120111077,-0.019030169765727356,-0.019596736193239723
Gold,2022-06-22,1842.699951171875,1821.5999755859373,1829.5,1834.300048828125,115.0,1834.300048828125,-0.00016348346331818142,-0.019030169765727356,-0.01960797468569725
Gold,2022-06-21,1838.5999755859373,1830.0999755859373,1835.300048828125,1834.5999755859373,216.0,1834.5999755859373,-0.0005447810052845448,-0.019030169765727356,-0.019618988408305626
Gold,2022-06-17,1853.699951171875,1833.5999755859373,1853.699951171875,1835.5999755859373,170.0,1835.5999755859373,-0.005472165494464609,-0.019030169765727356,-0.019629781856461834
Gold,2022-06-16,1850.5999755859373,1814.9000244140625,1819.199951171875,1845.699951171875,136.0,1845.699951171875,0.01674648902443132,-0.019030169765727356,-0.019640359435654918
Gold,2022-06-15,1839.0,1810.800048828125,1814.0999755859373,1815.300048828125,108.0,1815.300048828125,0.0032053323172838155,-0.019030169765727356,-0.01965072546326414
Gold,2022-06-14,1825.5,1805.300048828125,1825.0,1809.5,536.0,1809.5,-0.010120350109409149,-0.019030169765727356,-0.019660884170321177
Gold,2022-06-13,1873.800048828125,1818.699951171875,1873.800048828125,1828.0,127.0,1828.0,-0.023243387656959658,-0.019030169765727356,-0.019670839703237075
Gold,2022-06-10,1875.5999755859373,1823.9000244140625,1842.699951171875,1871.5,1490.0,1871.5,0.012278207795517693,-0.018583748377398852,-0.015823106277783227
Gold,2022-06-09,1850.0999755859373,1837.9000244140625,1846.0999755859373,1848.800048828125,159.0,1848.800048828125,-0.0016739432718125835,-0.018583748377398852,-0.015846951292945912
Gold,2022-06-08,1855.0,1844.4000244140625,1844.800048828125,1851.9000244140625,218.0,1851.9000244140625,0.002381609967016196,-0.018583748377398852,-0.015870319407805346
Gold,2022-06-07,1851.5999755859373,1835.0,1836.9000244140625,1847.5,1168.0,1847.5,0.004512858334319025,-0.018583748377398852,-0.015936445784593512
Gold,2022-06-06,1854.0999755859373,1839.199951171875,1849.0,1839.199951171875,142.0,1839.199951171875,-0.0033597448575715116,-0.018583748377398852,-0.016001725057123037
Gold,2022-06-03,1871.800048828125,1845.4000244140625,1867.5999755859373,1845.4000244140625,53.0,1845.4000244140625,-0.011304567686009959,-0.018583748377398852,-0.016065698744201967
Gold,2022-06-02,1868.699951171875,1842.0999755859373,1845.4000244140625,1866.5,551.0,1866.5,0.012586095891780724,-0.018583748377398852,-0.016128392957539324
Gold,2022-06-01,1847.9000244140625,1825.300048828125,1831.0,1843.300048828125,1623.0,1843.300048828125,0.00032566216538310044,-0.018583748377398852,-0.016189833286609927
Gold,2022-05-31,1862.0999755859373,1832.800048828125,1850.300048828125,1842.699951171875,4073.0,1842.699951171875,-0.004645436952099624,-0.018583748377398852,-0.016250044809099123
Gold,2022-05-27,1860.699951171875,1845.9000244140625,1848.300048828125,1851.300048828125,30091.0,1851.300048828125,0.0021110882118231533,-0.018583748377398852,-0.016386682343772486
Gold,2022-05-26,1847.4000244140625,1840.4000244140625,1840.4000244140625,1847.4000244140625,123355.0,1847.4000244140625,0.0006500234394577475,-0.019030169765727356,-0.01646598952332614
