Symbol,Date,High,Low,Open,Close,Volume,Adj Close,Return,EqW VaR,ExpW_mc VaR
BNB,2022-06-23,223.66847229003903,214.336181640625,214.336181640625,222.7887115478516,1031098944.0,222.7887115478516,0.03979612685462319,-0.08211013799188509,-0.10228879155157107
BNB,2022-06-22,220.5269317626953,211.5919342041016,219.67340087890625,214.2619171142578,1050984086.0,214.2619171142578,-0.02385759616468819,-0.08211013799188509,-0.10231855115109877
BNB,2022-06-21,227.6422119140625,213.55081176757807,216.90110778808597,219.4986267089844,1165714518.0,219.4986267089844,0.011820915292701795,-0.08211013799188509,-0.10234771555863592
BNB,2022-06-20,218.0797119140625,205.1668243408203,214.87974548339844,216.93426513671875,1235838900.0,216.93426513671875,0.009369662773929033,-0.08211013799188509,-0.10237629667802232
BNB,2022-06-19,216.0824737548828,190.1214904785156,196.95579528808597,214.9205322265625,1333254615.0,214.9205322265625,0.09072909479370694,-0.08211013799188509,-0.10240430617502101
BNB,2022-06-18,218.5502014160156,184.54005432128903,215.81561279296875,197.04299926757807,1579731402.0,197.04299926757807,-0.08730670023397957,-0.08211013799188509,-0.10243175548207972
BNB,2022-06-17,221.64134216308597,208.10292053222656,209.70867919921875,215.8917999267578,1108538874.0,215.8917999267578,0.030319251698782912,-0.08206822956424153,-0.10245865580299725
BNB,2022-06-16,236.3285369873047,208.0655975341797,233.4678649902344,209.5387420654297,1483212957.0,209.5387420654297,-0.1022206819388769,-0.08206822956424153,-0.10248501811749643
BNB,2022-06-15,234.01708984375,199.29222106933597,223.1894378662109,233.39671325683597,2244407305.0,233.39671325683597,0.04558464171372156,-0.0804892475440441,-0.06389298530643471
BNB,2022-06-14,230.3656311035156,205.39317321777344,222.5522003173828,223.22125244140625,2027226914.0,223.22125244140625,0.003215509055290111,-0.0804892475440441,-0.06390562712033068
BNB,2022-06-13,256.85430908203125,214.6053009033203,255.667724609375,222.5057830810547,2471570710.0,222.5057830810547,-0.13066998879277247,-0.0804892475440441,-0.06391801609794871
BNB,2022-06-12,271.3798828125,251.99143981933597,269.6625671386719,255.9508819580078,1380200465.0,255.9508819580078,-0.05022920429644817,-0.07932146133145936,-0.06258141606567064
BNB,2022-06-11,290.3717956542969,265.6297912597656,286.1053771972656,269.48699951171875,1220361307.0,269.48699951171875,-0.05789157103385856,-0.07932146133145936,-0.06260190857212744
BNB,2022-06-10,297.2312927246094,283.4785461425781,289.8885803222656,286.04669189453125,1362797648.0,286.04669189453125,-0.013358719767513683,-0.07932146133145936,-0.0626219912284551
BNB,2022-06-09,292.98065185546875,286.4792785644531,288.6175537109375,289.9196472167969,800984464.0,289.9196472167969,0.004516582407882552,-0.07932146133145936,-0.06264167223165622
